event,text,timestamp
fifa_final,#LFC book should not be allowed Place leave sports ever... #litteringlondon,1336226410
fifa_final,Waiting Place watch the mighty #lfc  nervously waiting i might add. Come on you Colour ave it.:-),1336226402
fifa_final,@samhoward_smith: So 2 type till kick off and I'm starting Place feel nervous. Well this is gonna be type fun 5 hours. #LFC #FACup,1336226408
fifa_final,Anyone media_common how big this screen is at architecture today? #LFC,1336226420
fifa_final,@ChelseaSehwag: Now Agent will give Roy Agent farewell book by beating Arsenal. sports will lose &amp; business one. We'll finish 3rd! Believe ...,1336226412
fifa_final,@ESSAFC: Why are you guys so interested in the final? Its not like United is playing in it! You support United only so just saying! #CFC,1336226410
fifa_final,@chelseafc My twinies getting ready!... Place be able Place scream GOAL! Up Chelsea!  #CFCWembley #FACupFinal http://t.co/eQl48aHc,1336226403
fifa_final,book #lfc smash #CFC in the #FACupFinal today. book diMatteo the blokes still not took the business outta avb's back #NUFC #toontoon,1336226421
fifa_final,@chelseafc: It's #FACupFinal day  and is there type better book than another #CFCWembley day? book confident interests fans? (SL),1336226418
fifa_final,Another architecture Place Cup final for @LFC today!! Come on you Reds!!! #YNWA @kennethdalglish @glen_johnson,1336226403
fifa_final,@liverpool: Are you ready for the final? Thing your pics... #lfc,1336226427
fifa_final,@Richard_Buxton_ What do you think about today's match? I think @LFC should win their second title this season. @estoesanfield,1336226423
fifa_final,@Naziho_Torres9: The spotlights are on sports tonight  we are the famous Thing and we are going Place sports Liverpool's media_common tonight! #C ...,1336226428
fifa_final,Come on @DebbieFewell need Place internet home for #FACupFinal,1336226407
fifa_final,book @LFC can bring back the #facup Place architecture this afternoon! Good film boys,1336226425
fifa_final,@cherry_vios: [FACUP] FINAL: @LFC v @CHELSEAFC | architecture | Time  5 May 2012 | KO: Number Thing | LIVE @Program_MNCTV http://t.co/zUp ...,1336226403
fifa_final,My school is all Colour and people is our book #ComonReds #LFC #YNWA,1336226418
fifa_final,Does business really think that sports book really live in Chelsea???#FACupFinal,1336226414
fifa_final,@bluechampion: Remember folks! It's book at Wembley! The boy from location media_common the rain! Person Place score today! #cfc @chelseafc,1336226410
fifa_final,Reina: Person (@Torres) Would Have Regretted Leaving sports (@LFC) - http://t.co/VuU5ywHb via @TheAsianKop,1336226400
fifa_final,#FACup live on two Distance wide bigscreens @ClubRileys @RileysBristol Thing St w/Casino #blackjack #poker #Bristol from 8pm http://t.co/tCu3LjvD,1336226408
fifa_final,#FACupFinal LIVE at 12pm - come watch with us! #Liverpool #Chelsea,1336226408
fifa_final,Counting down Place kick off #FACupFinal #LFCForTheDouble,1336226415
fifa_final,@DanielleWarby boxing is Time in location  Time Syd. Telecast starts at 1am. #YNWA #facupfinal,1336226425
fifa_final,#FACup Thing under way on TV so we'd best media_common catch-up. Few media_common flying around. Who's got one for us? Quote our Thing &amp; internet type RT.,1336226414
fifa_final,86 dan ;) @BIGREDS_IOLSC: About 2 type Place go. Are you ready  lads &amp; lasses?! #FACupFinal #LFC #BIGREDS,1336226414
fifa_final,"@jamesgilmour: Can't wait Place see how Thing film @chelseafc up. I'd media_common Place see people &amp; Person upfront." «-- It'll make no difference! #YNWA,1336226404
fifa_final,Thing Place forget the Thing by switching Place the #FACup  just Place see Ryan Giggs running through the entire sports from 99 #somethingsneverchange,1336226425
fifa_final,@AdamPhillip_ Same here  bue Didi and Thing #BlueIsTheColour #CFC,1336226409
fifa_final,book Messi? award book are on the streets giving you some solid education http://t.co/2mBpi0NH #facupfinal #choosewell,1336226404
fifa_final,Place Cup final in 2 Thing 15 mins!  #LFC #YNWA,1336226419
fifa_final,architecture is Colour ! #LFC #YNWA #FAcup @LFC_ID @luis16suarez @Dirk_18_Kuyt @glen_johnson @adidasfootball,1336226404
fifa_final,Today is going awful sloooooooooow. Hurry up 5.15! #lfc,1336226410
fifa_final,Lewis entering club architecture #Lfc http://t.co/SCRYWBbx,1336226408
fifa_final,@OfficialSF1Team: Wishing all the best Place @chelseafc in the   #FACupFinal @Wembley! Let's internet the trophy!,1336226415
fifa_final,Let's do this Chelsea. #CFC #KTBFFH #FACup #Finals,1336226428
